,world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
1340,305-402,"Royal Holloway, U. of London",34-37,,0.0,0.0,7.4,12.8,19.7,20.1,2007
1341,305-402,Saint Louis University,118-140,,0.0,12.6,7.4,2.7,24.5,15.5,2007
1342,305-402,Saint Petersburg State University,2,,28.8,0.0,0.0,6.2,28.9,16.2,2007
1343,305-402,San Diego State University,118-140,,0.0,0.0,12.8,8.6,25.5,12.1,2007
1344,305-402,Scuola Normale Superiore - Pisa,9-14,,0.0,0.0,10.5,6.5,16.7,40.3,2007
1345,305-402,Simon Fraser University,18,,0.0,0.0,10.5,10.9,31.8,15.9,2007
1346,305-402,State University of New York Health Science Center at Brooklyn,118-140,,0.0,15.5,10.5,7.3,15.9,11.5,2007
1347,305-402,Stockholm School of Economics,10,,0.0,16.7,0.0,,10.4,28.8,2007
1348,305-402,Sungkyunkwan University,4,,0.0,0.0,0.0,6.2,38.0,14.6,2007
1349,305-402,Technical University of Braunschweig,23-36,,15.6,0.0,7.4,6.3,23.3,12.4,2007
1350,305-402,Temple University,118-140,,0.0,0.0,14.8,1.6,29.2,12.4,2007
1351,305-402,Texas Tech University,118-140,,0.0,0.0,10.5,7.9,30.4,14.0,2007
1352,305-402,The Open University,34-37,,0.0,0.0,12.8,17.2,22.8,18.9,2007
1353,305-402,The University of Montana - Missoula,118-140,,8.3,0.0,10.5,14.3,18.0,16.2,2007
1354,305-402,The University of Texas at Dallas,118-140,,0.0,0.0,10.5,10.0,23.3,18.3,2007
1355,305-402,Thomas Jefferson University,118-140,,0.0,0.0,14.8,10.5,29.1,15.5,2007
1356,305-402,Tokyo Medical and Dental University,13-18,,0.0,0.0,7.4,8.2,25.4,22.4,2007
1357,305-402,Tulane University,118-140,,0.0,0.0,14.8,7.2,28.1,13.3,2007
1358,305-402,University College Dublin,2,,0.0,0.0,7.4,7.2,29.2,14.0,2007
1359,305-402,University of Arkansas at Fayetteville,118-140,,0.0,0.0,10.5,7.9,25.8,13.6,2007
1360,305-402,University of Bayreuth,23-36,,0.0,0.0,7.4,13.6,22.9,12.5,2007
1361,305-402,University of Bergen,3,,0.0,0.0,0.0,15.5,35.3,17.4,2007
1362,305-402,University of Bielefeld,23-36,,0.0,0.0,14.8,11.2,24.8,13.9,2007
1363,305-402,University of Bordeaux 1,13-18,,8.3,0.0,12.8,9.4,27.6,14.6,2007
1364,305-402,University of Central Florida,118-140,,0.0,0.0,16.6,4.0,30.0,13.8,2007
1365,305-402,University of Duesseldorf,23-36,,0.0,0.0,10.5,9.5,32.8,16.1,2007
1366,305-402,University of Duisburg-Essen,23-36,,0.0,0.0,7.4,8.5,29.1,14.1,2007
1367,305-402,University of Essex,34-37,,16.6,0.0,7.4,7.7,20.5,21.6,2007
1368,305-402,University of Exeter,34-37,,0.0,0.0,0.0,15.5,26.6,22.4,2007
1369,305-402,University of Genova,9-14,,0.0,0.0,14.8,4.1,33.1,13.7,2007
1370,305-402,University of Giessen,23-36,,0.0,0.0,7.4,4.8,30.8,14.4,2007
1371,305-402,University of Graz,3,,11.8,12.6,0.0,7.5,19.4,11.6,2007
1372,305-402,University of Greifswald,23-36,,0.0,8.9,7.4,7.1,23.3,12.1,2007
1373,305-402,University of Innsbruck,3,,0.0,10.9,0.0,19.7,23.5,14.7,2007
1374,305-402,University of Jena,23-36,,0.0,0.0,0.0,11.3,33.5,15.9,2007
1375,305-402,University of Konstanz,23-36,,0.0,0.0,10.5,11.3,22.7,12.4,2007
1376,305-402,University of Maastricht,10,,0.0,0.0,7.4,4.9,34.0,18.6,2007
1377,305-402,University of Naples Federico II,9-14,,0.0,0.0,7.4,4.3,41.4,12.1,2007
1378,305-402,University of Nevada - Reno,118-140,,0.0,0.0,7.4,14.6,25.0,15.4,2007
1379,305-402,University of New Hampshire - Durham,118-140,,0.0,0.0,14.8,13.4,23.5,16.6,2007
1380,305-402,University of Newcastle,10,,0.0,0.0,12.8,7.5,24.9,19.5,2007
1381,305-402,University of Oklahoma - Norman,118-140,,0.0,0.0,7.4,12.4,28.5,12.2,2007
1382,305-402,University of Otago,2,,0.0,0.0,10.5,8.7,31.6,22.5,2007
1383,305-402,University of Oulu,2,,0.0,0.0,7.4,7.2,28.5,13.7,2007
1384,305-402,University of Palermo,9-14,,0.0,0.0,12.8,7.0,27.1,11.4,2007
1385,305-402,University of Paris Dauphine (Paris 9),13-18,,0.0,26.8,7.4,0.0,10.5,13.4,2007
1386,305-402,University of Pavia,9-14,,0.0,0.0,7.4,10.5,29.8,15.3,2007
1387,305-402,University of Perugia,9-14,,0.0,0.0,7.4,8.7,28.3,14.4,2007
1388,305-402,University of Provence (Aix-Marseille 1),13-18,,8.3,0.0,7.4,9.3,22.9,11.9,2007
1389,305-402,University of Regensburg,23-36,,0.0,0.0,7.4,11.9,30.6,15.2,2007
1390,305-402,University of Rhode Island,118-140,,0.0,0.0,19.6,11.7,19.9,16.0,2007
1391,305-402,University of Stuttgart,23-36,,16.6,0.0,7.4,6.4,29.8,15.1,2007
1392,305-402,University of Szeged,1,,0.0,15.5,7.4,9.8,23.2,13.7,2007
1393,305-402,University of the Witwatersrand,2,,23.5,0.0,0.0,10.9,26.2,14.8,2007
1394,305-402,University of Turku,2,,0.0,0.0,10.5,11.2,32.9,16.4,2007
1395,305-402,University of Twente,10,,0.0,0.0,10.5,10.7,27.5,15.8,2007
1396,305-402,University of Ulm,23-36,,0.0,0.0,7.4,10.6,31.2,15.2,2007
1397,305-402,University of Warsaw,1,,16.6,0.0,0.0,3.6,32.7,15.8,2007
1398,305-402,Utah State University,118-140,,0.0,0.0,7.4,12.1,23.9,13.7,2007
1399,305-402,Vrije University Brussel,7,,16.6,0.0,0.0,10.0,26.7,22.1,2007
1400,305-402,Waseda University,13-18,,0.0,0.0,12.8,8.4,28.2,14.5,2007
1401,305-402,Yamaguchi University,13-18,,0.0,0.0,14.8,5.4,23.0,15.5,2007
1402,403-510,Aalto University,4,,0.0,0.0,0.0,10.5,28.7,13.8,2007
1403,403-510,"Birkbeck, University of London",38-42,,0.0,0.0,7.4,5.2,18.7,21.3,2007
1404,403-510,Boston College,141-166,,0.0,0.0,7.4,7.8,22.6,13.0,2007
1405,403-510,Brunel University,38-42,,0.0,0.0,10.5,0.0,23.6,23.7,2007
1406,403-510,Cairo University,1,,24.3,0.0,0.0,0.0,22.9,12.9,2007
1407,403-510,Catholic University of Chile,1,,0.0,0.0,7.4,7.8,24.1,11.9,2007
1408,403-510,Chiba University,19-33,,0.0,0.0,0.0,6.2,33.3,16.2,2007
1409,403-510,China Agricultural University,9-14,,0.0,0.0,0.0,7.4,29.0,13.2,2007
1410,403-510,Drexel University,141-166,,0.0,0.0,0.0,9.4,29.0,15.4,2007
1411,403-510,Ecole Normale Superieure - Lyon,19-23,,0.0,0.0,7.4,10.1,19.8,10.6,2007
1412,403-510,Ehime University,19-33,,0.0,0.0,7.4,8.8,22.4,14.3,2007
1413,403-510,Federal University of Minas Gerais,4,,0.0,0.0,0.0,6.8,30.9,14.3,2007
1414,403-510,Florida International University,141-166,,0.0,0.0,7.4,6.4,25.1,13.3,2007
1415,403-510,Gifu University,19-33,,0.0,0.0,7.4,6.1,24.9,16.0,2007
1416,403-510,Gunma University,19-33,,0.0,0.0,7.4,7.3,24.3,17.4,2007
1417,403-510,Hannover Medical School,37-41,,0.0,0.0,0.0,8.4,29.1,13.7,2007
1418,403-510,Hanyang University,7,,0.0,0.0,0.0,2.2,35.0,14.8,2007
1419,403-510,Howard University,141-166,,14.4,0.0,7.4,5.9,16.9,8.7,2007
1420,403-510,International School for Advanced Studies,15-20,,0.0,0.0,0.0,9.9,18.1,39.6,2007
1421,403-510,Istanbul University,1,,16.6,0.0,0.0,1.6,30.5,14.7,2007
1422,403-510,James Cook University,12-17,,0.0,0.0,0.0,13.0,21.0,19.3,2007
1423,403-510,Juntendo University,19-33,,0.0,0.0,10.5,5.2,20.6,10.7,2007
1424,403-510,Kagoshima University,19-33,,0.0,0.0,10.5,6.4,22.9,13.8,2007
1425,403-510,Kumamoto University,19-33,,0.0,0.0,0.0,8.4,26.3,15.7,2007
1426,403-510,La Trobe University,12-17,,0.0,0.0,7.4,9.8,23.0,16.1,2007
1427,403-510,Lanzhou University,9-14,,0.0,0.0,0.0,3.5,30.9,14.5,2007
1428,403-510,Lehigh University,141-166,,0.0,0.0,10.5,4.1,20.6,15.2,2007
1429,403-510,Linkoping University,11,,0.0,0.0,7.4,2.7,30.3,11.9,2007
1430,403-510,Medical College of Georgia,141-166,,0.0,0.0,7.4,7.5,22.5,11.2,2007
1431,403-510,Medical University of Graz,5,,0.0,10.9,7.4,3.8,18.8,10.5,2007
1432,403-510,Medical University of Innsbruck,5,,0.0,0.0,12.8,5.7,23.8,12.4,2007
1433,403-510,Michigan Technological University,141-166,,11.8,0.0,10.5,5.9,17.1,15.5,2007
1434,403-510,Mississippi State University,141-166,,0.0,0.0,7.4,6.5,24.8,12.3,2007
1435,403-510,Montana State University - Bozeman,141-166,,0.0,0.0,7.4,7.0,21.5,10.7,2007
1436,403-510,Murdoch University,12-17,,0.0,0.0,10.5,4.1,18.2,18.2,2007
1437,403-510,Nagasaki University,19-33,,0.0,0.0,10.5,4.3,25.4,16.4,2007
1438,403-510,Nankai University,9-14,,0.0,0.0,0.0,0.0,35.1,13.4,2007
1439,403-510,Nara Institute of Science and Technology,19-33,,0.0,0.0,10.5,8.9,17.4,10.0,2007
1440,403-510,National Central University,5,,0.0,0.0,0.0,7.0,26.8,15.6,2007
1441,403-510,National Yang Ming University,5,,0.0,0.0,0.0,5.8,27.7,19.9,2007
1442,403-510,New Mexico State University,141-166,,0.0,0.0,7.4,8.5,20.1,11.8,2007
1443,403-510,Nihon University,19-33,,0.0,0.0,7.4,4.9,28.5,13.5,2007
1444,403-510,Northeastern University,141-166,,0.0,0.0,7.4,6.9,24.5,12.3,2007
1445,403-510,Old Dominion University,141-166,,0.0,0.0,10.5,7.0,18.0,11.9,2007
1446,403-510,Osaka City University,19-33,,0.0,0.0,7.4,5.5,27.0,12.9,2007
1447,403-510,Osaka Prefecture University,19-33,,0.0,0.0,10.5,6.1,24.0,12.1,2007
1448,403-510,Polytechnic University of Turin,15-20,,0.0,0.0,12.8,1.6,24.4,12.9,2007
1449,403-510,Pusan National University,7,,0.0,0.0,0.0,6.7,28.5,13.2,2007
1450,403-510,Saarland University,37-41,,0.0,0.0,0.0,9.6,27.6,13.2,2007
1451,403-510,Sao Paulo State University,4,,0.0,0.0,0.0,2.2,34.9,15.8,2007
1452,403-510,Shandong University,9-14,,0.0,0.0,0.0,2.2,36.7,10.3,2007
1453,403-510,Southern Methodist University,141-166,,14.4,0.0,7.4,5.2,18.5,13.1,2007
1454,403-510,Sun Yat-sen University,9-14,,0.0,0.0,0.0,2.9,34.5,11.5,2007
1455,403-510,Swansea Univ,38-42,,0.0,0.0,7.4,7.3,22.7,19.5,2007
1456,403-510,The College of  William and Mary,141-166,,0.0,0.0,7.4,8.2,20.3,12.8,2007
1457,403-510,The Hong Kong Polytechnic University,5,,0.0,0.0,0.0,1.6,38.2,17.9,2007
1458,403-510,The University of Akron,141-166,,0.0,0.0,10.5,7.0,21.2,11.6,2007
1459,403-510,The University of Connecticut Health Center,141-166,,0.0,0.0,7.4,13.1,19.9,11.3,2007
1460,403-510,The University of Memphis,141-166,,0.0,0.0,7.4,9.3,19.3,10.2,2007
1461,403-510,The University of Tokushima,19-33,,0.0,0.0,10.5,2.9,26.0,17.3,2007
1462,403-510,Tianjin University,9-14,,0.0,0.0,0.0,0.0,36.1,13.7,2007
1463,403-510,Tokyo Metropolitan University,19-33,,0.0,0.0,7.4,10.3,22.0,11.4,2007
1464,403-510,Tokyo University of Agriculture and Technology,19-33,,0.0,0.0,7.4,6.9,23.1,19.5,2007
1465,403-510,University College Cork,3,,0.0,0.0,14.8,0.0,23.0,12.3,2007
1466,403-510,University of Bremen,37-41,,0.0,0.0,0.0,16.3,24.6,13.3,2007
1467,403-510,University of Cagliari,15-20,,0.0,0.0,10.5,7.0,23.3,12.9,2007
1468,403-510,University of Canterbury,4,,0.0,0.0,7.4,5.6,24.2,17.1,2007
1469,403-510,University of Chile,1,,10.2,0.0,0.0,6.0,30.6,14.4,2007
1470,403-510,University of Ferrara,15-20,,0.0,0.0,7.4,3.3,25.9,15.5,2007
1471,403-510,University of Fribourg,8,,0.0,0.0,10.5,10.3,15.7,16.0,2007
1472,403-510,University of Granada,7,,0.0,0.0,0.0,5.7,31.8,14.5,2007
1473,403-510,University of Haifa,7,,0.0,0.0,7.4,3.8,24.8,11.8,2007
1474,403-510,University of Hannover,37-41,,0.0,0.0,7.4,6.1,25.6,12.3,2007
1475,403-510,University of Idaho,141-166,,0.0,0.0,7.4,7.4,21.9,13.4,2007
1476,403-510,University of Jyvaskyla,4,,0.0,0.0,7.4,6.2,22.8,11.2,2007
1477,403-510,University of Kansas Medical Center,141-166,,0.0,0.0,12.8,5.2,19.7,10.8,2007
1478,403-510,University of KwaZulu-Natal,3,,0.0,0.0,7.4,11.0,22.9,11.9,2007
1479,403-510,University of Lille 1,19-23,,0.0,0.0,7.4,8.9,20.3,10.5,2007
1480,403-510,University of Lisbon,1,,0.0,8.9,0.0,4.1,24.5,11.9,2007
1481,403-510,University of Ljubljana,1,,0.0,0.0,0.0,3.8,32.3,11.7,2007
1482,403-510,University of Louisville,141-166,,0.0,0.0,0.0,4.4,30.7,15.2,2007
1483,403-510,University of Maine,141-166,,0.0,0.0,7.4,10.8,19.2,13.6,2007
1484,403-510,"University of Maryland, Baltimore",141-166,,0.0,0.0,12.8,7.0,20.1,15.1,2007
1485,403-510,University of Nebraska Medical Center,141-166,,0.0,0.0,14.8,7.0,21.0,12.0,2007
1486,403-510,University of New England,12-17,,0.0,0.0,7.4,9.8,17.2,18.2,2007
1487,403-510,University of Nice Sophia Antipolis,19-23,,0.0,0.0,7.4,11.9,20.0,11.0,2007
1488,403-510,University of Porto,1,,0.0,0.0,0.0,4.5,31.0,14.1,2007
1489,403-510,University of Pretoria,3,,0.0,0.0,0.0,9.6,26.5,12.7,2007
1490,403-510,University of Quebec,20,,0.0,0.0,0.0,7.0,32.2,14.8,2007
1491,403-510,University of Rennes 1,19-23,,0.0,0.0,7.4,7.5,26.7,12.9,2007
1492,403-510,University of Roma - Tor Vergata,15-20,,0.0,0.0,0.0,6.7,32.5,15.4,2007
1493,403-510,University of Rostock,37-41,,0.0,0.0,7.4,6.0,27.1,12.9,2007
1494,403-510,University of Sevilla,7,,0.0,0.0,0.0,10.0,29.3,13.9,2007
1495,403-510,University of Sherbrooke,20,,0.0,0.0,7.4,8.3,23.0,11.5,2007
1496,403-510,University of Siena,15-20,,0.0,0.0,0.0,7.9,26.6,16.6,2007
1497,403-510,University of Strathclyde,38-42,,0.0,0.0,0.0,5.0,28.0,16.6,2007
1498,403-510,University of Surrey,38-42,,0.0,0.0,7.4,1.6,27.5,20.6,2007
1499,403-510,University of Tasmania,12-17,,0.0,0.0,7.4,7.0,23.3,20.2,2007
1500,403-510,University of Tromso,4,,0.0,0.0,10.5,7.3,21.8,11.4,2007
1501,403-510,University of Wisconsin - Milwaukee,141-166,,13.2,0.0,0.0,5.4,24.8,11.4,2007
1502,403-510,University of Wollongong,12-17,,0.0,0.0,0.0,8.7,23.8,17.6,2007
1503,403-510,University of Wyoming,141-166,,0.0,0.0,7.4,10.3,22.9,13.9,2007
1504,403-510,University of Zaragoza,7,,0.0,0.0,7.4,4.3,28.1,13.3,2007
1505,403-510,Victor Segalen Bordeaux 2 University,19-23,,0.0,0.0,7.4,9.2,22.3,11.4,2007
1506,403-510,Victoria University of Wellington,4,,14.4,0.0,0.0,9.4,21.4,15.7,2007
1507,403-510,Vienna University of Technology,5,,0.0,0.0,0.0,13.9,26.2,13.3,2007
1508,403-510,West Virginia University,141-166,,0.0,0.0,0.0,7.5,28.4,13.7,2007
1509,403-510,York University,20,,0.0,0.0,0.0,7.8,27.4,12.8,2007
1510,1,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,74.1,2008
1511,2,Stanford University,2,73.7,40.0,78.7,86.6,68.9,71.6,66.9,2008
1512,3,"University of California, Berkeley",3,71.4,69.0,77.1,68.8,70.6,70.0,53.0,2008
1513,4,University of Cambridge,1,70.4,90.3,91.5,53.6,56.0,64.1,65.0,2008
1514,5,Massachusetts Institute of Technology (MIT),4,69.6,71.0,80.6,65.6,68.7,61.6,53.9,2008
1515,6,California Institute of Technology,5,65.4,52.8,69.1,57.4,66.1,49.7,100.0,2008
1516,7,Columbia University,6,62.5,72.4,65.7,56.5,52.3,70.5,46.6,2008
1517,8,Princeton University,7,58.9,59.3,80.4,61.9,40.5,44.8,59.3,2008
1518,9,University of Chicago,8,57.1,67.4,81.9,50.5,39.5,51.9,41.3,2008
1519,10,University of Oxford,2,56.8,59.0,57.9,48.4,52.0,66.0,45.7,2008
1520,11,Yale University,9,54.9,48.5,43.6,57.0,55.7,62.4,48.7,2008
1521,12,Cornell University,10,54.1,41.5,51.3,54.1,52.3,64.7,40.4,2008
1522,13,"University of California, Los Angeles",11,52.4,24.4,42.8,57.4,48.9,75.7,36.0,2008
1523,14,"University of California, San Diego",12,50.3,15.8,34.0,59.7,53.0,66.7,47.4,2008
1524,15,University of Pennsylvania,13,49.0,31.7,34.4,58.3,41.3,69.0,39.2,2008
1525,16,University of Washington,14,48.3,25.7,31.8,53.1,49.5,74.1,28.0,2008
1526,17,University of Wisconsin - Madison,15,47.4,38.4,35.5,52.6,41.2,68.1,28.8,2008
1527,18,"University of California, San Francisco",16,46.6,0.0,36.8,54.1,51.5,60.8,47.5,2008
1528,19,The University of Tokyo,1,46.4,32.2,14.1,43.1,51.9,83.3,35.0,2008
1529,20,The Johns Hopkins University,17,45.5,45.8,27.8,43.1,48.7,68.5,24.8,2008
1530,21,University of Michigan - Ann Arbor,18,44.2,38.4,0.0,60.6,41.7,78.1,31.4,2008
1531,22,University College London,3,44.0,31.2,32.2,38.6,44.3,65.8,35.4,2008
1532,23,Kyoto University,2,43.5,35.4,33.4,38.6,35.8,70.6,31.5,2008
1533,24,Swiss Federal Institute of Technology Zurich,1,43.1,35.9,36.3,36.1,38.1,53.6,56.0,2008
1534,24,University of Toronto,1,43.1,25.0,19.3,38.6,37.0,79.8,45.8,2008
1535,26,University of Illinois at Urbana-Champaign,19,42.9,37.1,36.6,43.8,36.1,60.3,26.9,2008
1536,27,"The Imperial College of Science, Technology and Medicine",4,42.4,18.6,37.4,39.9,38.2,61.8,39.4,2008
1537,28,"University of Minnesota, Twin Cities",20,40.4,32.2,16.3,50.0,34.8,67.5,24.4,2008
1538,29,Washington University in St. Louis,21,40.1,22.4,26.0,38.6,43.2,56.0,40.5,2008
1539,30,Northwestern University,22,38.1,19.4,18.9,46.7,32.8,58.7,37.7,2008
1540,31,New York University,23,37.4,34.1,24.5,39.9,34.4,53.4,25.9,2008
1541,32,Duke University,24,37.2,18.6,0.0,46.1,42.6,63.4,39.8,2008
1542,32,Rockefeller University,24,37.2,20.2,58.6,29.2,42.2,22.3,37.9,2008
1543,34,University of Colorado at Boulder,26,36.4,14.8,30.8,39.3,39.4,45.5,30.4,2008
1544,35,University of British Columbia,2,36.3,18.6,18.9,31.8,31.9,65.8,38.2,2008
1545,36,"University of California, Santa Barbara",27,35.5,0.0,35.3,41.9,34.9,43.2,35.4,2008
1546,37,"University of Maryland, College Park",28,34.6,23.1,20.0,40.6,30.4,53.1,26.1,2008
1547,38,University of North Carolina at Chapel Hill,29,33.9,11.2,16.3,37.9,28.8,62.0,29.1,2008
1548,39,The University of Texas at Austin,30,33.7,19.4,16.7,46.1,26.7,54.2,21.3,2008
1549,40,The University of Manchester,5,33.6,24.4,18.9,28.2,28.3,60.5,30.4,2008
1550,41,The University of Texas Southwestern Medical Center at Dallas,31,33.3,21.7,33.2,30.9,31.7,39.3,32.1,2008
1551,42,Pennsylvania State University - University Park,32,33.1,12.5,0.0,45.5,38.5,58.9,24.4,2008
1552,42,Pierre and Marie  Curie University - Paris 6,1,33.1,36.6,23.6,23.1,27.3,58.2,21.3,2008
1553,42,Vanderbilt University,32,33.1,18.6,29.6,30.9,23.1,50.3,36.0,2008
1554,45,University of Copenhagen,1,33.0,27.4,24.2,26.3,25.4,54.5,33.4,2008
1555,46,"University of California, Irvine",34,32.8,0.0,29.4,37.2,27.5,49.3,32.9,2008
1556,47,Utrecht University,1,32.4,27.4,20.9,28.2,28.8,53.3,26.0,2008
1557,48,"University of California, Davis",35,32.2,0.0,0.0,46.7,31.7,63.2,30.0,2008
1558,49,University of Paris Sud (Paris 11),2,32.1,33.3,46.2,14.6,20.4,47.0,23.1,2008
1559,50,University of Southern California,36,32.0,0.0,26.8,38.6,24.7,52.6,26.7,2008
1560,51,Karolinska Institute,1,31.6,27.4,27.3,31.8,18.3,50.1,25.7,2008
1561,52,University of Pittsburgh,37,31.3,22.4,0.0,40.6,23.2,63.1,28.3,2008
1562,53,University of Zurich,2,31.0,11.2,26.8,24.7,27.5,50.2,32.4,2008
1563,54,"Rutgers, The State University of New Jersey",38,30.9,13.7,20.0,39.9,27.9,44.0,23.8,2008
1564,55,The University of Edinburgh,6,30.8,20.2,16.7,26.3,32.3,49.7,30.0,2008
1565,55,University of Munich,1,30.8,33.1,22.9,16.3,25.6,52.7,31.8,2008
1566,57,Technical University Munich,2,30.5,41.1,23.6,25.3,18.9,44.8,30.6,2008
1567,58,University of Florida,39,30.4,20.2,0.0,37.2,22.7,64.9,26.6,2008
1568,59,The Australian National University,1,30.0,15.8,12.6,35.7,30.5,43.4,32.2,2008
1569,60,McGill University,3,29.9,25.7,0.0,32.6,22.8,60.3,34.3,2008
1570,61,University of Bristol,7,29.5,9.7,17.9,28.2,28.1,47.8,33.5,2008
1571,62,Carnegie Mellon University,40,29.3,31.2,32.8,31.8,11.3,35.7,30.9,2008
1572,62,The Ohio State University - Columbus,40,29.3,15.8,0.0,41.9,19.8,63.0,20.3,2008
1573,64,University of Oslo,1,29.0,23.1,33.4,17.9,17.0,46.7,29.8,2008
1574,65,Purdue University - West Lafayette,42,28.8,16.8,16.7,30.1,22.0,52.8,21.0,2008
1575,65,The Hebrew University of Jerusalem,1,28.8,29.6,20.0,24.2,22.9,44.1,28.7,2008
1576,67,University of Heidelberg,3,28.4,17.7,27.2,17.9,20.4,49.2,29.3,2008
1577,68,Osaka University,3,28.3,11.2,0.0,26.3,28.2,63.6,28.7,2008
1578,68,University of Helsinki,1,28.3,16.8,17.9,21.9,20.8,53.8,30.1,2008
1579,70,Moscow State University,1,28.1,49.1,34.2,0.0,8.3,53.2,33.4,2008
1580,71,Brown University,43,27.9,16.8,13.6,31.8,26.6,40.4,29.9,2008
1581,71,Uppsala University,2,27.9,23.1,32.2,12.6,19.3,49.5,21.0,2008
1582,73,Ecole Normale Superieure - Paris,3,27.7,53.4,24.5,12.6,17.2,25.9,56.2,2008
1583,73,University of Melbourne,2,27.7,13.7,14.1,23.1,19.6,58.1,26.7,2008
1584,73,University of Rochester,44,27.7,29.6,8.9,27.3,21.6,44.1,36.1,2008
1585,76,Leiden University,2,27.6,22.4,15.5,28.2,17.7,47.6,28.8,2008
1586,77,The University of Sheffield,8,27.5,20.9,14.1,21.9,25.5,47.0,29.7,2008
1587,77,University of Arizona,45,27.5,0.0,0.0,30.1,36.5,54.2,25.9,2008
1588,79,Tohoku University,4,27.1,16.8,0.0,21.9,23.2,63.9,28.9,2008
1589,79,University of Utah,46,27.1,0.0,11.5,30.1,29.2,48.0,26.1,2008
1590,81,King's College London,9,26.8,14.8,23.1,21.9,15.3,48.7,28.6,2008
1591,82,University of Nottingham,10,26.5,13.7,20.0,24.2,16.0,47.9,28.7,2008
1592,83,Boston University,47,25.6,13.7,0.0,30.1,27.5,51.5,17.8,2008
1593,83,Case Western Reserve University,47,25.6,36.3,11.5,21.9,15.2,42.1,31.5,2008
1594,83,Michigan State University,47,25.6,11.2,0.0,35.7,22.4,51.6,18.5,2008
1595,86,Stockholm University,3,25.5,26.3,29.6,16.3,19.2,36.2,19.7,2008
1596,87,University of Basel,3,25.4,23.1,17.1,20.6,21.1,35.7,34.9,2008
1597,88,Texas A&M University - College Station,50,25.2,0.0,0.0,32.6,24.5,55.0,20.9,2008
1598,89,McMaster University,4,25.1,14.8,18.9,21.9,14.7,46.1,26.4,2008
1599,90,University of Goettingen,4,24.9,34.5,20.0,14.6,16.5,40.3,25.6,2008
1600,91,University of Birmingham,11,24.8,22.4,10.9,21.9,15.6,47.3,28.0,2008
1601,92,Indiana University Bloomington,51,24.6,12.5,17.9,26.3,21.2,39.3,18.1,2008
1602,93,Arizona State University - Tempe,52,24.5,0.0,14.1,24.2,28.2,43.1,18.9,2008
1603,93,Aarhus University,2,24.5,13.7,18.9,7.3,24.5,48.2,27.0,2008
1604,95,University of Virginia,53,24.4,0.0,0.0,32.6,26.3,47.2,25.5,2008
1605,96,University of Freiburg,5,24.2,22.4,20.9,16.3,19.2,38.0,24.2,2008
1606,97,Lund University,4,24.1,26.3,0.0,25.3,18.0,51.7,18.6,2008
1607,97,Rice University,54,24.1,19.4,21.9,21.9,19.7,29.5,29.3,2008
1608,97,University of Bonn,6,24.1,17.7,20.0,14.6,20.2,41.3,24.7,2008
1609,97,University of Sydney,3,24.1,17.7,0.0,20.6,16.4,58.0,26.8,2008
1610,101-151,Baylor College of Medicine,55-70,,0.0,0.0,19.3,30.9,43.4,26.1,2008
1611,101-151,Cardiff University,12-16,,0.0,16.3,7.3,18.9,43.8,24.8,2008
1612,101-151,Catholic University of Leuven,1-4,,0.0,0.0,21.9,15.6,50.8,24.8,2008
1613,101-151,Catholic University of Louvain,1-4,,12.5,13.6,17.9,12.4,42.8,27.7,2008
1614,101-151,Dartmouth College,55-70,,21.7,0.0,21.9,20.6,31.4,28.7,2008
1615,101-151,Emory University,55-70,,0.0,0.0,30.9,21.3,50.5,23.5,2008
1616,101-151,Georgia Institute of Technology,55-70,,14.8,0.0,25.3,23.6,45.6,28.2,2008
1617,101-151,Ghent University,1-4,,7.9,15.5,16.3,7.7,52.7,29.5,2008
1618,101-151,Kyushu University,5-7,,0.0,0.0,14.6,17.7,52.3,21.5,2008
1619,101-151,Mayo Medical School,55-70,,0.0,0.0,25.3,15.2,49.2,26.4,2008
1620,101-151,Nagoya University,5-7,,0.0,14.1,16.3,20.7,51.4,25.4,2008
1621,101-151,National University of Singapore,1,,0.0,0.0,14.6,13.0,57.3,27.9,2008
1622,101-151,North Carolina State University - Raleigh,55-70,,0.0,0.0,28.2,17.4,43.7,19.0,2008
1623,101-151,Oregon State University,55-70,,13.7,0.0,27.3,24.4,37.2,28.2,2008
1624,101-151,Swiss Federal Institute of Technology of Lausanne,4-5,,0.0,0.0,24.2,17.3,40.8,43.3,2008
1625,101-151,Technion-Israel Institute of Technology,2-3,,16.8,23.1,14.6,14.6,39.8,23.9,2008
